EMILIA ROMAGNA;ABRUZZO;Scienze motorie e sportive;17;1;17;
FRIULI VENEZIA GIULIA;ABRUZZO;Agrario-Forestale e Veterinario;8;1;8;
FRIULI VENEZIA GIULIA;ABRUZZO;Economico;7;1;7;
FRIULI VENEZIA GIULIA;ABRUZZO;Ingegneria industriale e dell'informazione;10;1;10;
FRIULI VENEZIA GIULIA;ABRUZZO;Linguistico;22;1;22;
FRIULI VENEZIA GIULIA;ABRUZZO;Politico-Sociale e Comunicazione;8;1;8;
FRIULI VENEZIA GIULIA;ABRUZZO;Psicologico;5;1;5;
FRIULI VENEZIA GIULIA;ABRUZZO;Scientifico;30;1;30;
LAZIO;ABRUZZO;Agrario-Forestale e Veterinario;52;1;52;
LAZIO;ABRUZZO;Architettura e Ingegneria civile;276;1;276;
LAZIO;ABRUZZO;Arte e Design;181;1;181;
LAZIO;ABRUZZO;Economico;743;1;743;
LAZIO;ABRUZZO;Educazione e Formazione;102;1;102;
LAZIO;ABRUZZO;Giuridico;613;1;613;
LAZIO;ABRUZZO;Informatica e Tecnologie ICT;34;1;34;
LAZIO;ABRUZZO;Ingegneria industriale e dell'informazione;561;1;561;
LAZIO;ABRUZZO;Letterario-Umanistico;198;1;198;
LAZIO;ABRUZZO;Linguistico;209;1;209;
LAZIO;ABRUZZO;Medico-Sanitario e Farmaceutico;503;1;503;
LAZIO;ABRUZZO;Politico-Sociale e Comunicazione;499;1;499;
LAZIO;ABRUZZO;Psicologico;217;1;217;
LAZIO;ABRUZZO;Scientifico;330;1;330;
LAZIO;ABRUZZO;Scienze motorie e sportive;49;1;49;
LIGURIA;ABRUZZO;Architettura e Ingegneria civile;6;1;6;
LIGURIA;ABRUZZO;Economico;5;1;5;
LIGURIA;ABRUZZO;Ingegneria industriale e dell'informazione;16;1;16;
LIGURIA;ABRUZZO;Medico-Sanitario e Farmaceutico;5;1;5;
LOMBARDIA;ABRUZZO;Agrario-Forestale e Veterinario;17;1;17;
LOMBARDIA;ABRUZZO;Architettura e Ingegneria civile;122;1;122;
LOMBARDIA;ABRUZZO;Arte e Design;69;1;69;
LOMBARDIA;ABRUZZO;Economico;446;1;446;
LOMBARDIA;ABRUZZO;Educazione e Formazione;29;1;29;
LOMBARDIA;ABRUZZO;Giuridico;239;1;239;
LOMBARDIA;ABRUZZO;Informatica e Tecnologie ICT;35;1;35;
LOMBARDIA;ABRUZZO;Ingegneria industriale e dell'informazione;626;1;626;
LOMBARDIA;ABRUZZO;Letterario-Umanistico;74;1;74;
LOMBARDIA;ABRUZZO;Linguistico;70;1;70;
LOMBARDIA;ABRUZZO;Medico-Sanitario e Farmaceutico;87;1;87;
LOMBARDIA;ABRUZZO;Politico-Sociale e Comunicazione;183;1;183;
LOMBARDIA;ABRUZZO;Psicologico;36;1;36;
LOMBARDIA;ABRUZZO;Scientifico;146;1;146;
LOMBARDIA;ABRUZZO;Scienze motorie e sportive;43;1;43;
MARCHE;ABRUZZO;Agrario-Forestale e Veterinario;129;1;129;
MARCHE;ABRUZZO;Architettura e Ingegneria civile;300;1;300;
MARCHE;ABRUZZO;Arte e Design;114;1;114;
MARCHE;ABRUZZO;Economico;373;1;373;
MARCHE;ABRUZZO;Educazione e Formazione;274;1;274;
MARCHE;ABRUZZO;Giuridico;188;1;188;
MARCHE;ABRUZZO;Informatica e Tecnologie ICT;39;1;39;
MARCHE;ABRUZZO;Ingegneria industriale e dell'informazione;891;1;891;
MARCHE;ABRUZZO;Letterario-Umanistico;107;1;107;
MARCHE;ABRUZZO;Linguistico;428;1;428;
MARCHE;ABRUZZO;Medico-Sanitario e Farmaceutico;309;1;309;
MARCHE;ABRUZZO;Politico-Sociale e Comunicazione;119;1;119;
MARCHE;ABRUZZO;Psicologico;33;1;33;
MARCHE;ABRUZZO;Scientifico;602;1;602;
MARCHE;ABRUZZO;Scienze motorie e sportive;50;1;50;
MOLISE;ABRUZZO;Agrario-Forestale e Veterinario;24;1;24;
MOLISE;ABRUZZO;Economico;34;1;34;
MOLISE;ABRUZZO;Educazione e Formazione;27;1;27;
MOLISE;ABRUZZO;Giuridico;30;1;30;
MOLISE;ABRUZZO;Informatica e Tecnologie ICT;11;1;11;
MOLISE;ABRUZZO;Medico-Sanitario e Farmaceutico;48;1;48;
MOLISE;ABRUZZO;Politico-Sociale e Comunicazione;12;1;12;
MOLISE;ABRUZZO;Scientifico;9;1;9;
MOLISE;ABRUZZO;Scienze motorie e sportive;5;1;5;
PIEMONTE;ABRUZZO;Agrario-Forestale e Veterinario;5;1;5;
PIEMONTE;ABRUZZO;Architettura e Ingegneria civile;74;1;74;
PIEMONTE;ABRUZZO;Arte e Design;20;1;20;
PIEMONTE;ABRUZZO;Economico;32;1;32;
PIEMONTE;ABRUZZO;Giuridico;13;1;13;
PIEMONTE;ABRUZZO;Informatica e Tecnologie ICT;12;1;12;
PIEMONTE;ABRUZZO;Ingegneria industriale e dell'informazione;565;1;565;
PIEMONTE;ABRUZZO;Letterario-Umanistico;27;1;27;
PIEMONTE;ABRUZZO;Linguistico;42;1;42;
PIEMONTE;ABRUZZO;Medico-Sanitario e Farmaceutico;28;1;28;
PIEMONTE;ABRUZZO;Politico-Sociale e Comunicazione;62;1;62;
PIEMONTE;ABRUZZO;Psicologico;22;1;22;
PIEMONTE;ABRUZZO;Scientifico;81;1;81;
Provincia autonoma di TRENTO;ABRUZZO;Architettura e Ingegneria civile;5;1;5;
Provincia autonoma di TRENTO;ABRUZZO;Economico;19;1;19;
Provincia autonoma di TRENTO;ABRUZZO;Giuridico;35;1;35;
Provincia autonoma di TRENTO;ABRUZZO;Ingegneria industriale e dell'informazione;8;1;8;
Provincia autonoma di TRENTO;ABRUZZO;Politico-Sociale e Comunicazione;8;1;8;
Provincia autonoma di TRENTO;ABRUZZO;Psicologico;8;1;8;
Provincia autonoma di TRENTO;ABRUZZO;Scientifico;13;1;13;
PUGLIA;ABRUZZO;Agrario-Forestale e Veterinario;5;1;5;
PUGLIA;ABRUZZO;Economico;9;1;9;
PUGLIA;ABRUZZO;Giuridico;13;1;13;
PUGLIA;ABRUZZO;Ingegneria industriale e dell'informazione;8;1;8;
PUGLIA;ABRUZZO;Medico-Sanitario e Farmaceutico;7;1;7;
PUGLIA;ABRUZZO;Scientifico;17;1;17;
SARDEGNA;ABRUZZO;Medico-Sanitario e Farmaceutico;10;1;10;
SICILIA;ABRUZZO;Medico-Sanitario e Farmaceutico;6;1;6;
TOSCANA;ABRUZZO;Agrario-Forestale e Veterinario;29;1;29;
TOSCANA;ABRUZZO;Architettura e Ingegneria civile;40;1;40;
TOSCANA;ABRUZZO;Arte e Design;37;1;37;
TOSCANA;ABRUZZO;Economico;93;1;93;
TOSCANA;ABRUZZO;Educazione e Formazione;12;1;12;
TOSCANA;ABRUZZO;Giuridico;88;1;88;
TOSCANA;ABRUZZO;Informatica e Tecnologie ICT;30;1;30;
TOSCANA;ABRUZZO;Ingegneria industriale e dell'informazione;88;1;88;
TOSCANA;ABRUZZO;Letterario-Umanistico;91;1;91;
TOSCANA;ABRUZZO;Linguistico;34;1;34;
TOSCANA;ABRUZZO;Medico-Sanitario e Farmaceutico;88;1;88;
TOSCANA;ABRUZZO;Politico-Sociale e Comunicazione;65;1;65;
TOSCANA;ABRUZZO;Psicologico;10;1;10;
TOSCANA;ABRUZZO;Scientifico;163;1;163;
UMBRIA;ABRUZZO;Agrario-Forestale e Veterinario;43;1;43;
UMBRIA;ABRUZZO;Architettura e Ingegneria civile;7;1;7;
UMBRIA;ABRUZZO;Arte e Design;10;1;10;
UMBRIA;ABRUZZO;Economico;12;1;12;
UMBRIA;ABRUZZO;Educazione e Formazione;7;1;7;
UMBRIA;ABRUZZO;Giuridico;14;1;14;
UMBRIA;ABRUZZO;Informatica e Tecnologie ICT;8;1;8;
UMBRIA;ABRUZZO;Ingegneria industriale e dell'informazione;5;1;5;
UMBRIA;ABRUZZO;Letterario-Umanistico;11;1;11;
UMBRIA;ABRUZZO;Linguistico;18;1;18;
UMBRIA;ABRUZZO;Medico-Sanitario e Farmaceutico;53;1;53;
UMBRIA;ABRUZZO;Politico-Sociale e Comunicazione;46;1;46;
UMBRIA;ABRUZZO;Psicologico;13;1;13;
UMBRIA;ABRUZZO;Scientifico;57;1;57;
UMBRIA;ABRUZZO;Scienze motorie e sportive;5;1;5;
VENETO;ABRUZZO;Agrario-Forestale e Veterinario;6;1;6;
VENETO;ABRUZZO;Architettura e Ingegneria civile;26;1;26;
VENETO;ABRUZZO;Arte e Design;32;1;32;
VENETO;ABRUZZO;Economico;56;1;56;
VENETO;ABRUZZO;Giuridico;7;1;7;
VENETO;ABRUZZO;Ingegneria industriale e dell'informazione;40;1;40;
VENETO;ABRUZZO;Letterario-Umanistico;32;1;32;
VENETO;ABRUZZO;Linguistico;98;1;98;
VENETO;ABRUZZO;Medico-Sanitario e Farmaceutico;49;1;49;
VENETO;ABRUZZO;Politico-Sociale e Comunicazione;22;1;22;
VENETO;ABRUZZO;Psicologico;31;1;31;
VENETO;ABRUZZO;Scientifico;88;1;88;
ABRUZZO;BASILICATA;Agrario-Forestale e Veterinario;10;1;10;991
ABRUZZO;BASILICATA;Architettura e Ingegneria civile;24;1;24;
ABRUZZO;BASILICATA;Arte e Design;21;1;21;
ABRUZZO;BASILICATA;Economico;92;1;92;
ABRUZZO;BASILICATA;Educazione e Formazione;35;1;35;
ABRUZZO;BASILICATA;Giuridico;40;1;40;
ABRUZZO;BASILICATA;Letterario-Umanistico;19;1;19;
ABRUZZO;BASILICATA;Linguistico;85;1;85;
ABRUZZO;BASILICATA;Medico-Sanitario e Farmaceutico;245;1;245;
ABRUZZO;BASILICATA;Politico-Sociale e Comunicazione;79;1;79;
ABRUZZO;BASILICATA;Psicologico;244;1;244;
ABRUZZO;BASILICATA;Scientifico;15;1;15;
ABRUZZO;BASILICATA;Scienze motorie e sportive;82;1;82;
BASILICATA;BASILICATA;Agrario-Forestale e Veterinario;438;0;0;
BASILICATA;BASILICATA;Architettura e Ingegneria civile;689;0;0;
BASILICATA;BASILICATA;Arte e Design;187;0;0;
BASILICATA;BASILICATA;Economico;868;0;0;
BASILICATA;BASILICATA;Educazione e Formazione;273;0;0;
BASILICATA;BASILICATA;Informatica e Tecnologie ICT;363;0;0;
BASILICATA;BASILICATA;Ingegneria industriale e dell'informazione;420;0;0;
BASILICATA;BASILICATA;Letterario-Umanistico;557;0;0;
BASILICATA;BASILICATA;Linguistico;47;0;0;
BASILICATA;BASILICATA;Medico-Sanitario e Farmaceutico;820;0;0;
BASILICATA;BASILICATA;Politico-Sociale e Comunicazione;62;0;0;
BASILICATA;BASILICATA;Scientifico;518;0;0;
CALABRIA;BASILICATA;Architettura e Ingegneria civile;16;1;16;
CALABRIA;BASILICATA;Economico;26;1;26;
CALABRIA;BASILICATA;Educazione e Formazione;6;1;6;
CALABRIA;BASILICATA;Giuridico;13;1;13;
CALABRIA;BASILICATA;Ingegneria industriale e dell'informazione;17;1;17;
CALABRIA;BASILICATA;Letterario-Umanistico;6;1;6;
CALABRIA;BASILICATA;Linguistico;7;1;7;
CALABRIA;BASILICATA;Medico-Sanitario e Farmaceutico;50;1;50;
CALABRIA;BASILICATA;Politico-Sociale e Comunicazione;8;1;8;
CALABRIA;BASILICATA;Scientifico;36;1;36;
CAMPANIA;BASILICATA;Agrario-Forestale e Veterinario;33;1;33;
CAMPANIA;BASILICATA;Architettura e Ingegneria civile;122;1;122;
CAMPANIA;BASILICATA;Arte e Design;56;1;56;
CAMPANIA;BASILICATA;Economico;346;1;346;
CAMPANIA;BASILICATA;Educazione e Formazione;227;1;227;
CAMPANIA;BASILICATA;Giuridico;406;1;406;
CAMPANIA;BASILICATA;Informatica e Tecnologie ICT;52;1;52;
CAMPANIA;BASILICATA;Ingegneria industriale e dell'informazione;249;1;249;
CAMPANIA;BASILICATA;Letterario-Umanistico;103;1;103;
CAMPANIA;BASILICATA;Linguistico;253;1;253;
CAMPANIA;BASILICATA;Medico-Sanitario e Farmaceutico;260;1;260;
CAMPANIA;BASILICATA;Politico-Sociale e Comunicazione;206;1;206;
CAMPANIA;BASILICATA;Psicologico;26;1;26;
CAMPANIA;BASILICATA;Scientifico;146;1;146;
CAMPANIA;BASILICATA;Scienze motorie e sportive;158;1;158;
EMILIA ROMAGNA;BASILICATA;Agrario-Forestale e Veterinario;60;1;60;
EMILIA ROMAGNA;BASILICATA;Architettura e Ingegneria civile;56;1;56;
EMILIA ROMAGNA;BASILICATA;Arte e Design;54;1;54;
EMILIA ROMAGNA;BASILICATA;Economico;252;1;252;
EMILIA ROMAGNA;BASILICATA;Educazione e Formazione;77;1;77;
EMILIA ROMAGNA;BASILICATA;Giuridico;169;1;169;
EMILIA ROMAGNA;BASILICATA;Informatica e Tecnologie ICT;20;1;20;
EMILIA ROMAGNA;BASILICATA;Ingegneria industriale e dell'informazione;241;1;241;
EMILIA ROMAGNA;BASILICATA;Letterario-Umanistico;100;1;100;
EMILIA ROMAGNA;BASILICATA;Linguistico;60;1;60;
EMILIA ROMAGNA;BASILICATA;Medico-Sanitario e Farmaceutico;223;1;223;
EMILIA ROMAGNA;BASILICATA;Politico-Sociale e Comunicazione;119;1;119;
EMILIA ROMAGNA;BASILICATA;Psicologico;15;1;15;
EMILIA ROMAGNA;BASILICATA;Scientifico;218;1;218;
EMILIA ROMAGNA;BASILICATA;Scienze motorie e sportive;15;1;15;
FRIULI VENEZIA GIULIA;BASILICATA;Economico;5;1;5;
FRIULI VENEZIA GIULIA;BASILICATA;Ingegneria industriale e dell'informazione;7;1;7;
FRIULI VENEZIA GIULIA;BASILICATA;Linguistico;17;1;17;
FRIULI VENEZIA GIULIA;BASILICATA;Medico-Sanitario e Farmaceutico;9;1;9;
FRIULI VENEZIA GIULIA;BASILICATA;Scientifico;18;1;18;
LAZIO;BASILICATA;Agrario-Forestale e Veterinario;11;1;11;
LAZIO;BASILICATA;Architettura e Ingegneria civile;105;1;105;
LAZIO;BASILICATA;Arte e Design;74;1;74;
LAZIO;BASILICATA;Economico;372;1;372;
LAZIO;BASILICATA;Educazione e Formazione;108;1;108;
LAZIO;BASILICATA;Giuridico;279;1;279;
LAZIO;BASILICATA;Informatica e Tecnologie ICT;10;1;10;
LAZIO;BASILICATA;Ingegneria industriale e dell'informazione;274;1;274;
LAZIO;BASILICATA;Letterario-Umanistico;62;1;62;
LAZIO;BASILICATA;Linguistico;75;1;75;
LAZIO;BASILICATA;Medico-Sanitario e Farmaceutico;450;1;450;
LAZIO;BASILICATA;Politico-Sociale e Comunicazione;263;1;263;
LAZIO;BASILICATA;Psicologico;173;1;173;
LAZIO;BASILICATA;Scientifico;131;1;131;
LAZIO;BASILICATA;Scienze motorie e sportive;37;1;37;
LIGURIA;BASILICATA;Economico;5;1;5;
LIGURIA;BASILICATA;Medico-Sanitario e Farmaceutico;6;1;6;
LOMBARDIA;BASILICATA;Agrario-Forestale e Veterinario;9;1;9;
LOMBARDIA;BASILICATA;Architettura e Ingegneria civile;68;1;68;
LOMBARDIA;BASILICATA;Arte e Design;20;1;20;
LOMBARDIA;BASILICATA;Economico;301;1;301;
LOMBARDIA;BASILICATA;Educazione e Formazione;26;1;26;
LOMBARDIA;BASILICATA;Giuridico;154;1;154;
LOMBARDIA;BASILICATA;Informatica e Tecnologie ICT;19;1;19;
LOMBARDIA;BASILICATA;Ingegneria industriale e dell'informazione;204;1;204;
LOMBARDIA;BASILICATA;Letterario-Umanistico;50;1;50;
LOMBARDIA;BASILICATA;Linguistico;65;1;65;
LOMBARDIA;BASILICATA;Medico-Sanitario e Farmaceutico;113;1;113;
LOMBARDIA;BASILICATA;Politico-Sociale e Comunicazione;99;1;99;
LOMBARDIA;BASILICATA;Psicologico;45;1;45;
LOMBARDIA;BASILICATA;Scientifico;74;1;74;
LOMBARDIA;BASILICATA;Scienze motorie e sportive;61;1;61;
MARCHE;BASILICATA;Agrario-Forestale e Veterinario;5;1;5;
MARCHE;BASILICATA;Arte e Design;5;1;5;
MARCHE;BASILICATA;Economico;27;1;27;
MARCHE;BASILICATA;Educazione e Formazione;31;1;31;
MARCHE;BASILICATA;Giuridico;29;1;29;
MARCHE;BASILICATA;Ingegneria industriale e dell'informazione;9;1;9;
MARCHE;BASILICATA;Letterario-Umanistico;5;1;5;
MARCHE;BASILICATA;Linguistico;44;1;44;
MARCHE;BASILICATA;Medico-Sanitario e Farmaceutico;44;1;44;
MARCHE;BASILICATA;Politico-Sociale e Comunicazione;18;1;18;
MARCHE;BASILICATA;Psicologico;9;1;9;
MARCHE;BASILICATA;Scientifico;70;1;70;
MARCHE;BASILICATA;Scienze motorie e sportive;65;1;65;
MOLISE;BASILICATA;Medico-Sanitario e Farmaceutico;19;1;19;
MOLISE;BASILICATA;Scienze motorie e sportive;6;1;6;
PIEMONTE;BASILICATA;Agrario-Forestale e Veterinario;6;1;6;
PIEMONTE;BASILICATA;Architettura e Ingegneria civile;66;1;66;
PIEMONTE;BASILICATA;Arte e Design;21;1;21;
PIEMONTE;BASILICATA;Economico;63;1;63;
PIEMONTE;BASILICATA;Educazione e Formazione;5;1;5;
PIEMONTE;BASILICATA;Giuridico;31;1;31;
PIEMONTE;BASILICATA;Informatica e Tecnologie ICT;22;1;22;
PIEMONTE;BASILICATA;Ingegneria industriale e dell'informazione;500;1;500;
PIEMONTE;BASILICATA;Letterario-Umanistico;21;1;21;
PIEMONTE;BASILICATA;Linguistico;42;1;42;
PIEMONTE;BASILICATA;Medico-Sanitario e Farmaceutico;63;1;63;
PIEMONTE;BASILICATA;Politico-Sociale e Comunicazione;44;1;44;
PIEMONTE;BASILICATA;Psicologico;25;1;25;
PIEMONTE;BASILICATA;Scientifico;57;1;57;
PIEMONTE;BASILICATA;Scienze motorie e sportive;7;1;7;
Provincia autonoma di TRENTO;BASILICATA;Economico;6;1;6;
Provincia autonoma di TRENTO;BASILICATA;Giuridico;18;1;18;
Provincia autonoma di TRENTO;BASILICATA;Scientifico;5;1;5;
PUGLIA;BASILICATA;Agrario-Forestale e Veterinario;124;1;124;
PUGLIA;BASILICATA;Architettura e Ingegneria civile;92;1;92;
PUGLIA;BASILICATA;Arte e Design;34;1;34;
PUGLIA;BASILICATA;Economico;511;1;511;
PUGLIA;BASILICATA;Educazione e Formazione;160;1;160;
PUGLIA;BASILICATA;Giuridico;492;1;492;
PUGLIA;BASILICATA;Informatica e Tecnologie ICT;87;1;87;
PUGLIA;BASILICATA;Ingegneria industriale e dell'informazione;329;1;329;
PUGLIA;BASILICATA;Letterario-Umanistico;171;1;171;
PUGLIA;BASILICATA;Linguistico;200;1;200;
PUGLIA;BASILICATA;Medico-Sanitario e Farmaceutico;443;1;443;
PUGLIA;BASILICATA;Politico-Sociale e Comunicazione;119;1;119;
PUGLIA;BASILICATA;Psicologico;49;1;49;
PUGLIA;BASILICATA;Scientifico;177;1;177;
PUGLIA;BASILICATA;Scienze motorie e sportive;29;1;29;
SICILIA;BASILICATA;Medico-Sanitario e Farmaceutico;8;1;8;
TOSCANA;BASILICATA;Agrario-Forestale e Veterinario;29;1;29;
TOSCANA;BASILICATA;Architettura e Ingegneria civile;77;1;77;
TOSCANA;BASILICATA;Arte e Design;68;1;68;
TOSCANA;BASILICATA;Economico;266;1;266;
TOSCANA;BASILICATA;Educazione e Formazione;29;1;29;
TOSCANA;BASILICATA;Giuridico;173;1;173;
TOSCANA;BASILICATA;Informatica e Tecnologie ICT;21;1;21;
TOSCANA;BASILICATA;Ingegneria industriale e dell'informazione;227;1;227;
TOSCANA;BASILICATA;Letterario-Umanistico;80;1;80;
TOSCANA;BASILICATA;Linguistico;107;1;107;
TOSCANA;BASILICATA;Medico-Sanitario e Farmaceutico;264;1;264;
TOSCANA;BASILICATA;Politico-Sociale e Comunicazione;85;1;85;
TOSCANA;BASILICATA;Psicologico;20;1;20;
TOSCANA;BASILICATA;Scientifico;209;1;209;
UMBRIA;BASILICATA;Agrario-Forestale e Veterinario;27;1;27;
UMBRIA;BASILICATA;Architettura e Ingegneria civile;10;1;10;
UMBRIA;BASILICATA;Arte e Design;9;1;9;
UMBRIA;BASILICATA;Economico;27;1;27;
UMBRIA;BASILICATA;Educazione e Formazione;19;1;19;
UMBRIA;BASILICATA;Giuridico;28;1;28;
UMBRIA;BASILICATA;Informatica e Tecnologie ICT;5;1;5;
UMBRIA;BASILICATA;Ingegneria industriale e dell'informazione;11;1;11;
UMBRIA;BASILICATA;Linguistico;16;1;16;
UMBRIA;BASILICATA;Medico-Sanitario e Farmaceutico;92;1;92;
UMBRIA;BASILICATA;Politico-Sociale e Comunicazione;42;1;42;
UMBRIA;BASILICATA;Psicologico;37;1;37;
UMBRIA;BASILICATA;Scientifico;88;1;88;
UMBRIA;BASILICATA;Scienze motorie e sportive;19;1;19;
VENETO;BASILICATA;Arte e Design;5;1;5;
VENETO;BASILICATA;Economico;15;1;15;
VENETO;BASILICATA;Giuridico;5;1;5;
VENETO;BASILICATA;Ingegneria industriale e dell'informazione;21;1;21;
VENETO;BASILICATA;Letterario-Umanistico;9;1;9;
VENETO;BASILICATA;Linguistico;24;1;24;
VENETO;BASILICATA;Medico-Sanitario e Farmaceutico;23;1;23;
VENETO;BASILICATA;Politico-Sociale e Comunicazione;8;1;8;
VENETO;BASILICATA;Psicologico;34;1;34;
VENETO;BASILICATA;Scientifico;17;1;17;
ABRUZZO;CALABRIA;Agrario-Forestale e Veterinario;14;1;14;
ABRUZZO;CALABRIA;Architettura e Ingegneria civile;12;1;12;
ABRUZZO;CALABRIA;Arte e Design;7;1;7;
ABRUZZO;CALABRIA;Economico;15;1;15;
ABRUZZO;CALABRIA;Educazione e Formazione;10;1;10;
ABRUZZO;CALABRIA;Giuridico;100;1;100;
ABRUZZO;CALABRIA;Letterario-Umanistico;11;1;11;
ABRUZZO;CALABRIA;Linguistico;22;1;22;
ABRUZZO;CALABRIA;Medico-Sanitario e Farmaceutico;135;1;135;
ABRUZZO;CALABRIA;Politico-Sociale e Comunicazione;56;1;56;
ABRUZZO;CALABRIA;Psicologico;259;1;259;
ABRUZZO;CALABRIA;Scientifico;11;1;11;
ABRUZZO;CALABRIA;Scienze motorie e sportive;79;1;79;
BASILICATA;CALABRIA;Agrario-Forestale e Veterinario;32;1;32;
BASILICATA;CALABRIA;Architettura e Ingegneria civile;15;1;15;
BASILICATA;CALABRIA;Economico;7;1;7;
BASILICATA;CALABRIA;Educazione e Formazione;21;1;21;
BASILICATA;CALABRIA;Letterario-Umanistico;6;1;6;
BASILICATA;CALABRIA;Medico-Sanitario e Farmaceutico;18;1;18;
BASILICATA;CALABRIA;Scientifico;6;1;6;
CALABRIA;CALABRIA;Agrario-Forestale e Veterinario;878;0;0;
CALABRIA;CALABRIA;Architettura e Ingegneria civile;2745;0;0;
CALABRIA;CALABRIA;Arte e Design;572;0;0;
CALABRIA;CALABRIA;Economico;5344;0;0;
CALABRIA;CALABRIA;Educazione e Formazione;2282;0;0;
CALABRIA;CALABRIA;Giuridico;4381;0;0;
CALABRIA;CALABRIA;Informatica e Tecnologie ICT;461;0;0;
CALABRIA;CALABRIA;Ingegneria industriale e dell'informazione;4918;0;0;
CALABRIA;CALABRIA;Letterario-Umanistico;1516;0;0;
CALABRIA;CALABRIA;Linguistico;1070;0;0;
CALABRIA;CALABRIA;Medico-Sanitario e Farmaceutico;6114;0;0;
CALABRIA;CALABRIA;Politico-Sociale e Comunicazione;2791;0;0;
CALABRIA;CALABRIA;Psicologico;703;0;0;
CALABRIA;CALABRIA;Scientifico;4253;0;0;
CALABRIA;CALABRIA;Scienze motorie e sportive;766;0;0;
CAMPANIA;CALABRIA;Agrario-Forestale e Veterinario;26;1;26;
CAMPANIA;CALABRIA;Architettura e Ingegneria civile;192;1;192;
CAMPANIA;CALABRIA;Arte e Design;15;1;15;
CAMPANIA;CALABRIA;Economico;902;1;902;
CAMPANIA;CALABRIA;Educazione e Formazione;613;1;613;
CAMPANIA;CALABRIA;Giuridico;506;1;506;
CAMPANIA;CALABRIA;Informatica e Tecnologie ICT;20;1;20;
CAMPANIA;CALABRIA;Ingegneria industriale e dell'informazione;177;1;177;
CAMPANIA;CALABRIA;Letterario-Umanistico;53;1;53;
CAMPANIA;CALABRIA;Linguistico;236;1;236;
CAMPANIA;CALABRIA;Medico-Sanitario e Farmaceutico;166;1;166;
CAMPANIA;CALABRIA;Politico-Sociale e Comunicazione;103;1;103;
CAMPANIA;CALABRIA;Psicologico;27;1;27;
CAMPANIA;CALABRIA;Scientifico;91;1;91;
CAMPANIA;CALABRIA;Scienze motorie e sportive;796;1;796;
EMILIA ROMAGNA;CALABRIA;Agrario-Forestale e Veterinario;103;1;103;
